video_id,file_name,label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
01-01-01-01-01-01-01,01-01-01-01-01-01-01.wav,neutral,-698.9317016601562,55.367374420166016,0.7004895806312561,12.42971134185791,7.5753607749938965,0.48306360840797424,-3.4395203590393066,-3.1487762928009033,-11.113919258117676,-2.8883860111236572,0.7089197039604187,-3.056040048599243,1.8753107786178589,-3.762380361557007,0.25584331154823303,0.6195880174636841,-4.176917552947998,-1.8849867582321167,-1.4998180866241455,-0.9425435066223145,-6.115786075592041,-0.5823752880096436,-2.312291383743286,-4.442551612854004,-1.6355535984039307,-0.7625325918197632,-4.842531204223633,0.25749626755714417,-2.183462142944336,0.1420319378376007,-1.9296272993087769,-2.0851328372955322,-2.6040518283843994,-1.7924467325210571,-3.1484644412994385,-1.5090161561965942,-0.9619498252868652,-1.7585675716400146,-3.4168126583099365,-1.4192451238632202,0.17842070039335664,1788.4832871038998,1652.851257136639,3389.597219187063,0.002255082130432129
01-01-01-01-01-01-02,01-01-01-01-01-01-02.wav,neutral,-651.3232421875,54.29621505737305,-9.398089408874512,8.184513092041016,-4.563679218292236,-3.886647939682007,-5.490184783935547,-8.736771583557129,-4.114236831665039,-0.9332174062728882,-4.69847297668457,-2.0570199489593506,-4.990654468536377,0.08751039206981659,-6.90222692489624,-2.011630058288574,-2.7829532623291016,-1.930968999862671,-1.3025707006454468,-0.5849623084068298,-0.3082430064678192,-1.0918697118759155,-0.6775535345077515,0.8210909962654114,-0.9207967519760132,-2.1800756454467773,0.24310332536697388,-0.6891635656356812,1.670732021331787,1.0353587865829468,0.2993537187576294,3.189373016357422,2.086890935897827,4.392930030822754,2.216331958770752,2.788243532180786,-1.6968685388565063,1.3334505558013916,-0.9232840538024902,0.7799466848373413,0.2384834046576433,2258.6100274908245,1934.2775001943758,4244.646944665605,0.0036033422220498323
01-01-01-01-01-01-03,01-01-01-01-01-01-03.wav,neutral,-612.8358764648438,56.26036834716797,-2.998319387435913,10.42031478881836,4.057058334350586,-2.5282857418060303,-12.077499389648438,-6.74726676940918,-3.1338376998901367,-8.56280517578125,-2.0218827724456787,-2.710157871246338,-4.983174800872803,-0.8131877183914185,-6.033977508544922,-1.6039910316467285,-4.610482692718506,-2.8468434810638428,-1.9147566556930542,-4.86580228805542,-4.108839511871338,-4.565785884857178,-3.8641693592071533,-2.960840940475464,-4.172100067138672,-0.583950400352478,-2.5690555572509766,-1.5866740942001343,-2.5678179264068604,-1.4181510210037231,-1.4480739831924438,-1.5624332427978516,-1.359004020690918,0.8137604594230652,0.10273701697587967,-1.1394966840744019,-2.6353001594543457,-2.009485960006714,-1.0915448665618896,2.5594449043273926,0.1870575975251678,2032.8521363953435,1896.7927961549456,3997.2995425230706,0.00398682989180088
01-01-01-01-01-01-04,01-01-01-01-01-01-04.wav,neutral,-694.5992431640625,42.49596405029297,-7.933867931365967,8.879053115844727,-4.408579349517822,-4.946707248687744,-6.577559947967529,-12.556191444396973,-7.304803371429443,-3.5055229663848877,-3.191978693008423,-6.994593620300293,-4.461012363433838,0.48511552810668945,-6.425178527832031,-3.3817129135131836,-1.4104117155075073,-0.8453508019447327,-0.5781230926513672,4.271864414215088,-1.420122504234314,1.041128396987915,-5.756325721740723,-2.2252583503723145,-1.957866907119751,-0.041342463344335556,0.06095550209283829,3.268714427947998,1.4690067768096924,3.143789052963257,-0.8989467024803162,0.4660011827945709,-2.100214719772339,1.4371098279953003,1.8223330974578857,2.2875921726226807,0.8200424313545227,0.6321651935577393,3.6410090923309326,4.693885326385498,0.2292395104895105,2059.7717549449226,1766.417486400103,3889.8300917832166,0.0024676332250237465
01-01-01-01-01-01-05,01-01-01-01-01-01-05.wav,neutral,-712.6035766601562,69.16448211669922,8.254033088684082,15.173893928527832,11.888408660888672,0.7057833671569824,1.0496891736984253,-2.6897544860839844,-0.23845471441745758,1.8797744512557983,2.4047319889068604,1.4616243839263916,-0.25126713514328003,1.0919421911239624,0.2901555597782135,3.7355451583862305,-2.416682004928589,2.6385838985443115,0.6252514719963074,0.7839441299438477,-0.8284100294113159,1.561739206314087,-2.019261121749878,0.6044508814811707,-0.41774025559425354,-0.9571963548660278,-0.2156086266040802,0.7588393688201904,0.5638149976730347,-0.218195840716362,-0.3439599573612213,0.7868390679359436,0.07612448185682297,0.706491231918335,-0.042090147733688354,2.425635576248169,-0.5936008095741272,-1.300743579864502,-2.1869404315948486,0.33001333475112915,0.2003455528846154,2433.485509318675,2533.3124872684584,5080.80068734976,0.0015126279322430491
01-01-01-01-01-01-06,01-01-01-01-01-01-06.wav,neutral,-735.090576171875,51.07601547241211,-19.33075714111328,8.357510566711426,-0.455962598323822,-10.441558837890625,-9.372577667236328,-10.277214050292969,-7.35776424407959,-0.0034660762175917625,-6.511570930480957,-3.4597177505493164,-7.18030309677124,-5.252618789672852,-7.230710983276367,-2.9904112815856934,-4.79698371887207,-4.174437522888184,-5.4045586585998535,-7.9601287841796875,-1.3453978300094604,1.2277532815933228,0.567047119140625,1.8982641696929932,-0.8438441753387451,0.7701389193534851,-1.5599441528320312,1.7761896848678589,2.872933864593506,6.66849422454834,3.8815650939941406,6.2849836349487305,3.1187520027160645,5.789874076843262,3.2498538494110107,4.1188249588012695,0.6804527640342712,-0.17081663012504578,0.6835522651672363,3.396307945251465,0.3107130262586806,2681.4610594275837,2174.9749065913047,4968.263244628906,0.0015981164760887623
01-01-01-01-01-01-07,01-01-01-01-01-01-07.wav,neutral,-649.887939453125,70.7975845336914,5.9739251136779785,17.765825271606445,10.099567413330078,-2.8431918621063232,-6.173070907592773,-7.990738868713379,2.1679422855377197,-4.393531322479248,-3.5249383449554443,-1.092781662940979,2.405323028564453,-5.42655086517334,-0.19633206725120544,0.6839749217033386,-6.687507152557373,0.6197919249534607,-3.1804933547973633,-1.4364433288574219,-6.556797504425049,-0.15044277906417847,-3.748471975326538,-2.9973225593566895,-2.7448534965515137,0.20785678923130035,-2.981013298034668,0.7829241752624512,-4.199219703674316,-0.8462460041046143,-4.883711338043213,0.3108561038970947,-2.5079314708709717,-0.8192830085754395,-3.0766689777374268,-2.650691509246826,-6.029261589050293,-2.8008289337158203,-2.342503309249878,0.35927614569664,0.22231038411458334,2772.918527354382,2436.118556335925,5293.2586669921875,0.0026775021106004715
01-01-01-01-01-01-08,01-01-01-01-01-01-08.wav,neutral,-687.5618286132812,63.765625,8.730483055114746,21.39443016052246,6.885101318359375,1.9334943294525146,5.469422340393066,-9.209590911865234,2.4649548530578613,-1.7538495063781738,2.2872698307037354,-3.8294079303741455,0.8346099257469177,3.0129623413085938,-1.7228995561599731,0.3544521629810333,0.11199218779802322,2.8394339084625244,0.34003040194511414,2.750387191772461,-1.453494668006897,2.8977227210998535,-1.3455963134765625,2.5962626934051514,0.487283319234848,2.2843008041381836,2.979785203933716,2.837611675262451,2.855351209640503,2.2095353603363037,1.1605461835861206,1.883880615234375,2.5287561416625977,6.097253799438477,5.56082820892334,5.711424350738525,3.681992769241333,5.966981410980225,4.22893762588501,4.6761298179626465,0.18619037148178808,2375.791885757904,2614.4343824697157,5180.232693501655,0.0025164661929011345
01-01-01-01-01-01-09,01-01-01-01-01-01-09.wav,neutral,-732.8252563476562,92.96283721923828,18.82948875427246,33.275634765625,19.784208297729492,11.210086822509766,3.9999167919158936,6.298147678375244,6.425736904144287,6.720685958862305,0.2518966495990753,8.13773250579834,6.396759510040283,3.1214864253997803,5.564723968505859,3.183320999145508,4.7829790115356445,5.077072620391846,-0.6561424136161804,7.346928119659424,2.293881893157959,2.373784303665161,-1.718989372253418,2.708141803741455,0.41682010889053345,3.1102190017700195,1.050848364830017,0.9592738747596741,1.1887611150741577,1.7707902193069458,0.7734281420707703,2.7541112899780273,0.28098416328430176,1.0145313739776611,0.8971191644668579,2.0029571056365967,-1.1600983142852783,-0.21787142753601074,-2.1286780834198,-0.07256744801998138,0.1674666167996454,1658.1251905365855,2264.306513881012,3569.548391788564,0.0013585207052528858
01-01-01-01-01-01-10,01-01-01-01-01-01-10.wav,neutral,-570.30859375,51.3297233581543,0.45242419838905334,4.598851203918457,4.943082809448242,-3.6077685356140137,-6.955727577209473,-7.642003059387207,-3.9844086170196533,-1.4672530889511108,-6.232856273651123,-3.3319754600524902,-0.15671750903129578,-4.643329620361328,-0.6221214532852173,-0.18716244399547577,-2.0874581336975098,-3.616433620452881,0.5854227542877197,-4.628813743591309,-3.2606265544891357,-1.015671968460083,-3.4703588485717773,1.7136521339416504,-3.0383665561676025,4.19771146774292,-1.0036206245422363,6.857886791229248,2.1682791709899902,3.576436758041382,3.1242730617523193,3.4191112518310547,5.260217189788818,3.6994245052337646,5.538442611694336,2.85619854927063,1.9097707271575928,2.2496442794799805,0.8129127621650696,4.0369720458984375,0.15503089256535948,2660.4752785099136,2692.079070579576,5560.562672334559,0.009627114981412888
01-01-01-01-01-01-11,01-01-01-01-01-01-11.wav,neutral,-728.9114990234375,63.59549331665039,23.625642776489258,19.802404403686523,11.698152542114258,5.865166187286377,6.560268402099609,2.0279531478881836,0.23485559225082397,0.8660531640052795,4.008114337921143,3.244746446609497,-0.09625047445297241,2.1499316692352295,3.707885265350342,2.10229754447937,0.08207270503044128,2.662440299987793,-0.6718083620071411,2.8962109088897705,-2.4598517417907715,0.5590886473655701,-0.26786282658576965,0.045035697519779205,-2.395129680633545,1.210394024848938,-1.6448259353637695,1.458268404006958,-2.2685532569885254,0.6909558176994324,0.7596971988677979,1.1092058420181274,0.516361653804779,0.8851498365402222,-1.2939047813415527,-0.7722440361976624,-1.3280022144317627,-0.8933199644088745,-2.0970382690429688,-0.2900659441947937,0.17812571806066177,2409.9797895131237,2711.604283522113,5304.926255170037,0.0017939667450264096
01-01-01-01-01-01-12,01-01-01-01-01-01-12.wav,neutral,-684.6898803710938,59.80826950073242,-1.163577675819397,10.660654067993164,1.4340879917144775,-4.711662769317627,-1.728017807006836,-9.6490478515625,-10.750182151794434,-4.1037187576293945,-6.967508316040039,-3.441967248916626,-8.390287399291992,-3.25673770904541,-0.7749146223068237,-8.829121589660645,-8.17298412322998,-3.0946900844573975,-3.516904830932617,-5.365931987762451,-4.962353229522705,-4.914314270019531,-7.5303497314453125,-3.561396598815918,-3.3052523136138916,-0.4781043231487274,0.2173973172903061,2.8822247982025146,0.11719197034835815,3.5803260803222656,0.09754938632249832,3.153587579727173,2.5741066932678223,5.566202163696289,4.487443923950195,4.259965419769287,3.741114854812622,2.154871940612793,-0.4573851525783539,-1.9823522567749023,0.235168068272293,2293.5324476539017,2228.032312328229,4570.730960141322,0.002624781569465995
01-01-01-01-01-01-13,01-01-01-01-01-01-13.wav,neutral,-730.0101318359375,65.58123016357422,2.820875644683838,10.785161972045898,9.901695251464844,1.2197474241256714,-1.4518805742263794,-2.4226906299591064,-4.748560905456543,0.46082931756973267,1.6021851301193237,-1.5912362337112427,3.9723634719848633,0.018797297030687332,-2.627978563308716,2.265968084335327,-4.07588005065918,-1.4575791358947754,1.0064213275909424,0.0657082125544548,-2.0895938873291016,-0.03581361845135689,-2.2211453914642334,-1.4952574968338013,-1.995835781097412,0.15132424235343933,-0.3801959156990051,0.2475138157606125,0.16960471868515015,-0.29381874203681946,-0.028014635667204857,-1.914300799369812,-0.5994884371757507,0.5263718366622925,-0.3604849874973297,0.8209398984909058,-1.3668864965438843,-1.2722562551498413,-2.6679441928863525,-0.2829228341579437,0.2127516252281022,2392.1945151856858,2438.0672634713533,4976.213218521898,0.0018972789403051138
01-01-01-01-01-01-14,01-01-01-01-01-01-14.wav,neutral,-763.3475952148438,41.734195709228516,5.191747188568115,9.132976531982422,-6.585463523864746,-6.448057651519775,-4.674887657165527,-8.279955863952637,-4.302816390991211,-3.3776862621307373,-1.708152413368225,-5.024846076965332,-2.8917336463928223,-2.1499032974243164,-4.545528888702393,-2.3728675842285156,-2.918610095977783,-3.276169776916504,-3.363171339035034,0.2784855365753174,-0.16771169006824493,1.879160761833191,1.0279269218444824,2.8327560424804688,-1.4501179456710815,-0.28546997904777527,-1.4605721235275269,0.8523434996604919,-0.6073918342590332,0.28998371958732605,-1.463252305984497,-0.8110065460205078,-1.1508965492248535,0.611129641532898,0.5533868670463562,2.3546814918518066,3.151276111602783,3.2362866401672363,1.4756397008895874,1.642429232597351,0.22055338541666666,2094.0545168996696,1875.7464579308069,3965.91357421875,0.001131049357354641
01-01-01-01-01-01-15,01-01-01-01-01-01-15.wav,neutral,-636.8238525390625,69.1554946899414,-2.365354299545288,12.441115379333496,10.490459442138672,-2.1237614154815674,1.166975498199463,-1.7721357345581055,-3.8550100326538086,-1.3600624799728394,-1.5939563512802124,0.3508695960044861,-0.9304508566856384,1.1585338115692139,-0.011797656305134296,0.5284035801887512,0.8409348726272583,-2.090131998062134,2.5460915565490723,2.0212881565093994,-2.3925211429595947,1.8392741680145264,-2.119518995285034,0.15978628396987915,-2.723956823348999,1.105798602104187,-1.7944427728652954,0.336486279964447,-1.1308377981185913,1.6708751916885376,-0.08865024894475937,0.4678749144077301,-0.4053219258785248,0.10695780813694,-1.1597399711608887,1.085644006729126,-0.9505447149276733,1.6012475490570068,-0.41724923253059387,0.8956347703933716,0.2625916363441781,2389.68436712235,2412.075234568155,4927.416323309076,0.004339969716966152
01-01-01-01-01-01-16,01-01-01-01-01-01-16.wav,neutral,-660.7887573242188,57.447818756103516,5.390339374542236,9.0651273727417,-1.2137200832366943,-7.844396591186523,-8.804988861083984,-6.015352725982666,-6.452610969543457,-2.1837546825408936,-8.571281433105469,-2.713550329208374,-3.3917055130004883,-5.421769142150879,-2.7653939723968506,-6.241769313812256,-2.8649253845214844,-3.4605259895324707,-5.067748069763184,-3.3974721431732178,-5.474523067474365,-3.1849007606506348,-5.216961860656738,-3.051682710647583,-4.438974857330322,-3.292847156524658,-4.319795608520508,-1.8768205642700195,-3.0257575511932373,0.680809497833252,0.5480654835700989,0.21754586696624756,-0.4402299225330353,0.2785719931125641,-1.0039128065109253,1.0032503604888916,1.460803747177124,2.7571370601654053,1.708724021911621,2.4014105796813965,0.2178005642361111,2152.394009372872,1865.4087241322206,3931.8698459201387,0.0028939677868038416
01-01-01-01-01-01-17,01-01-01-01-01-01-17.wav,neutral,-642.2837524414062,74.17362976074219,9.987560272216797,19.28334617614746,17.287832260131836,7.197472095489502,9.929237365722656,-5.477231502532959,-4.246114253997803,6.491555213928223,-0.9557687044143677,0.5203587412834167,5.277989387512207,2.2843668460845947,2.3349270820617676,0.47830355167388916,-0.8895986080169678,-0.9823074340820312,0.04955971986055374,3.133070230484009,-2.5831644535064697,2.1173148155212402,-2.4070942401885986,-0.03666236996650696,-2.3728232383728027,2.7708659172058105,-1.6862421035766602,-0.16956080496311188,-3.3418850898742676,0.12683241069316864,-1.2976566553115845,0.19011344015598297,0.32502833008766174,0.34705400466918945,-1.7605807781219482,-0.9263430833816528,-1.7498375177383423,-1.0109965801239014,-2.1024739742279053,-1.652645468711853,0.16313300075301204,2095.8877899334707,2520.035604761321,4783.614046027861,0.00390613148920238
